pdb_id	delta_G_kJ_per_mol	total_sasa_A2	T_K	delta_S_est_kJ_per_molK	T_delta_S_kJ_per_mol	delta_H_kJ_per_mol
3l89	-37.37	156341.21	298.15	0.08001459147088977	23.85635044704578	-13.513649552954217
3nvq	-37.34	94064.8	298.15	0.06879480377576358	20.51117074574391	-16.828829254256092
3lhp	-60.23	32748.52	298.15	0.05289052904587397	15.769311235027322	-44.46068876497267
3kj2	-49.65	8944.3	298.15	0.04196280903467074	12.511211513687082	-37.13878848631292
3kj1	-49.65	9027.72	298.15	0.04201846579227149	12.527805575965743	-37.122194424034255
3kj0	-49.65	9600.4	298.15	0.04239380490406396	12.63971293214667	-37.01028706785333
2wvw	-32.53	187633.87	298.15	0.08479180522669424	25.280676728338886	-7.249323271661115
3npz	-31.4	29389.73	298.15	0.051684918261317006	15.409858379611665	-15.990141620388334
3n06	-14.32	19927.04	298.15	0.047855885304291135	14.268232203474401	-0.05176779652559915
2xra	-48.41	29846.11	298.15	0.05185263736943438	15.45986383169686	-32.95013616830314
3m9d	-31.21	136411.21	298.15	0.07671808386481621	22.87349670429495	-8.33650329570505
3oiq	-30.94	12663.7	298.15	0.04423443711567128	13.18849742603739	-17.75150257396261
2xgy	-25.82	13377.62	298.15	0.04463017156427087	13.306485651887359	-12.513514348112642
2xqr	-42.86	159602.14	298.15	0.08053349621785534	24.011061897353567	-18.848938102646432
3mv8	-25.46	39502.38	298.15	0.05514036753907945	16.440100581776537	-9.019899418223464
2xa0	-42.54	15922.04	298.15	0.04596097240145475	13.703263921493733	-28.836736078506267
3oux	-42.56	24344.71	298.15	0.04973614349360077	14.828831182617067	-27.731168817382937
2wy8	-36.78	15835.28	298.15	0.04591742692774181	13.69028083850622	-23.089719161493782
3kw5	-36.61	14349.66	298.15	0.04515237803118705	13.46218150999842	-23.14781849000158
3jza	-65.77	16633.86	298.15	0.04631385178307072	13.808474909122534	-51.96152509087746
2xtj	-47.7	34430.77	298.15	0.05347109541542533	15.942407098109062	-31.75759290189094
2x9a	-30.57	13557.04	298.15	0.0447279543725529	13.335639596176646	-17.234360403823352
3lb6	-64.66	38761.23	298.15	0.05490340699583091	16.369450795806987	-48.29054920419301
3mzg	-13.15	20329.04	298.15	0.048035094676768406	14.321663477878499	1.1716634778784982
3ajb	-42.18	15053.3	298.15	0.04551943297933272	13.57161894278805	-28.60838105721195
3lbx	-36.52	22409.33	298.15	0.04893539754005709	14.59008877656802	-21.929911223431983
3h7b	-25.04	37871.89	298.15	0.054616056548521336	16.283777259941633	-8.756222740058366
2kri	-24.76	7790.52	298.15	0.04116460120201344	12.273225848380307	-12.486774151619695
3lh2	-58.95	50879.91	298.15	0.05853206196544512	17.45133427499746	-41.49866572500254
3im4	-41.77	7645.35	298.15	0.04106009041554363	12.242065957394331	-29.527934042605672
3kr3	-58.85	22127.96	298.15	0.04881614625793496	14.554534006803308	-44.29546599319669
3aa0	-30.81	23870.92	298.15	0.04954315020665809	14.771290234115108	-16.03870976588489
3n0p	-13.08	20331.4	298.15	0.04803614149423319	14.321975586505623	1.2419755865056228
3h9h	-30.07	37913.36	298.15	0.05462953024318572	16.287794442005822	-13.782205557994178
3ol2	-30.02	48167.63	298.15	0.05776116135899217	17.221490259183515	-12.798509740816485
3mv9	-29.91	39676.21	298.15	0.05519562184189943	16.456574652162313	-13.453425347837687
2xqb	-58.7	23560.26	298.15	0.049415564890056635	14.733250671970385	-43.96674932802962
3l5w	-58.7	48334.05	298.15	0.057809077654607674	17.235776502721276	-41.464223497278724
3mj7	-30.26	23728.35	298.15	0.04948470169132697	14.753863809269134	-15.506136190730867
2x2d	-29.76	29702.84	298.15	0.051800124770285144	15.444207200260514	-14.315792799739487
3o9w	-29.72	39744.24	298.15	0.05521721316878611	16.463012106273577	-13.256987893726421
2wy3	-40.98	30777.25	298.15	0.05219089903541539	15.560716547409099	-25.419283452590896
3lb8	-23.86	45491.14	298.15	0.05697884801098816	16.98824353447612	-6.87175646552388
3me2	-58.03	18560.46	298.15	0.04723274093114615	14.082441708621223	-43.947558291378776
3o8x	-35.17	39506.07	298.15	0.055141541718836576	16.440450663471125	-18.729549336528876
3lk3	-46.93	24730.77	298.15	0.049892016489033984	14.87530471620548	-32.054695283794516
3ngb	-46.31	137372.68	298.15	0.07688243679673659	22.922498530947014	-23.38750146905299
3k2m	-46.55	19114.67	298.15	0.047488130832081504	14.158586207585099	-32.391413792414895
3egg	-46.01	33895.51	298.15	0.053287940226649504	15.887799378575549	-30.122200621424447
3kbt	-45.84	51981.3	298.15	0.05883922329051183	17.5429144240661	-28.297085575933902
3gs2	-45.87	15534.19	298.15	0.045765374718033186	13.644946472181593	-32.2250535278184
3nvn	-45.81	38297.31	298.15	0.05475392817312032	16.32488368481582	-29.485116315184182
3orv	-28.69	63859.84	298.15	0.061964940794564285	18.47484709789934	-10.215152902100662
3ixa	-28.59	37477.73	298.15	0.054487622996117854	16.245484796292537	-12.344515203707463
3ixs	-40.22	41739.83	298.15	0.05584254786200463	16.64945564505668	-23.57054435494332
3ncb	-5.89	20484.43	298.15	0.04810389129441513	14.342175189429868	8.45217518942987
3k1r	-51.37	15229.31	298.15	0.04560989942312249	13.598591513003969	-37.77140848699603
3mac	-38.24	29447.29	298.15	0.05170614290932408	15.416186508414972	-22.823813491585028
2wus	-30.26	39601.65	298.15	0.05517193675504529	16.44951294351675	-13.81048705648325
3lms	-50.92	15552.36	298.15	0.04577459222927807	13.647694673159256	-37.272305326840744
3l33	-39.19	46360.55	298.15	0.05723543280361081	17.06474429039656	-22.125255709603437
2xtt	-61.07	10507.88	298.15	0.04296634412623697	12.810415501237552	-48.25958449876245
3kz0	-37.46	16790.76	298.15	0.04639061194708727	13.831360952024069	-23.62863904797593
3ssb	-54.35	30553.09	298.15	0.052109939846141595	15.536578565127115	-38.813421434872886
2yj1	-45.01	14997.43	298.15	0.04549060618568557	13.563024234262151	-31.446975765737847
3qbr	-42.63	18468.04	298.15	0.04718978301201036	14.069633805030886	-28.560366194969117
3zrz	-60.06	11715.55	298.15	0.04369119425032016	13.026529565732956	-47.033470434267045
2xqw	-38.5	29680.73	298.15	0.05179200954478498	15.44178764577764	-23.05821235422236
2ybr	-55.24	39977.7	298.15	0.05529116841903513	16.48506186413532	-38.75493813586468
3p71	-36.64	25329.27	298.15	0.05013127715769668	14.946640284567263	-21.693359715432738
3p11	-53.7	44439.12	298.15	0.05666506928549033	16.89469040746894	-36.80530959253106
3alz	-35.87	25320.98	298.15	0.050127982511916094	14.945657985927783	-20.924342014072217
3au4	-35.82	28982.13	298.15	0.05153402145443345	15.364868496639332	-20.45513150336067
3tac	-35.73	28336.27	298.15	0.051292729275506224	15.292927233492179	-20.437072766507818
3ry6	-18.84	32619.6	298.15	0.05284542842671154	15.755864485424045	-3.084135514575955
3oed	-35.96	36258.94	298.15	0.05408615868086898	16.125788210701085	-19.834211789298916
3ona	-35.2	12002.22	298.15	0.043857688118874666	13.07616971264248	-22.12383028735752
3syn	-35.51	46598.07	298.15	0.05730511160936721	17.085519026332832	-18.424480973667166
2y8s	-51.4	36654.29	298.15	0.05421711460930059	16.16483272076297	-35.23516727923703
3qbt	-34.51	59577.65	298.15	0.06087462388434878	18.149769111118587	-16.36023088888141
3n4i	-51.13	16821.03	298.15	0.04640537960548308	13.835763929374778	-37.294236070625224
3qhy	-68.26	19601.48	298.15	0.0477094234801701	14.224564610612713	-54.03543538938729
3rt0	-33.79	43906.78	298.15	0.0565048765324421	16.84692893814761	-16.94307106185239
3r1g	-50.72	34241.98	298.15	0.053406658881608886	15.923195345551688	-34.79680465444831
3uc0	-50.72	50370.34	298.15	0.058388825970793506	17.408628463192084	-33.31137153680791
3noc	-50.36	126529.9	298.15	0.07499420407119121	22.35952194382566	-28.00047805617434
3o5t	-33.24	17713.9	298.15	0.0468351536969521	13.963901074746266	-19.276098925253734
3qq8	-33.24	13630.41	298.15	0.04476775406079069	13.347505873224744	-19.892494126775258
3p0y	-49.75	27681.12	298.15	0.051045140056554625	15.21910850786176	-34.53089149213824
3p6z	-32.59	26993.51	298.15	0.05078211153853236	15.140686555213422	-17.449313444786583
3sdc	-28.37	40335.54	298.15	0.055404106754617446	16.51873442888919	-11.851265571110812
3qc8	-28.26	12865.28	298.15	0.04434728127555879	13.222141912307853	-15.037858087692149
2xze	-39.65	19288.75	298.15	0.0475675837837763	14.182275105132902	-25.467724894867096
3qlu	-45.43	61989.52	298.15	0.06149336946088811	18.334248104763788	-27.095751895236212
2xbb	-28.3	45652.39	298.15	0.057026620950462896	17.00248703638051	-11.29751296361949
3rbb	-45.15	21125.32	298.15	0.04838491555596598	14.425962573011256	-30.724037426988744
3onl	-28.09	19248.99	298.15	0.04754946836801617	14.176873993924021	-13.913126006075979
3qib	-27.76	35516.71	298.15	0.053838359003924745	16.05190673702016	-11.70809326297984
3oj2	-39.3	31846.99	298.15	0.052573254971315056	15.674715969697584	-23.625284030302414
3ojm	-39.3	17681.58	298.15	0.04681978834587403	13.959319895322341	-25.340680104677656
3qml	-45.01	58683.46	298.15	0.06064205215059852	18.080427848700946	-26.929572151299052
2y8t	-44.79	36420.75	298.15	0.05413984258440804	16.141794066541255	-28.648205933458744
2xpx	-38.95	8981.72	298.15	0.041987807138922445	12.518664698469726	-26.431335301530275
3zs9	-38.95	29234.73	298.15	0.05162766006760787	15.392786849157286	-23.557213150842717
3rgv	-27.53	39086.77	298.15	0.05500776519403523	16.400565192601604	-11.129434807398397
3t4a	-27.24	107584.25	298.15	0.07148913110683328	21.31448443950234	-5.925515560497658
3zwl	-38.79	36208.16	298.15	0.05406928665332648	16.120757815689288	-22.66924218431071
3b08	-27.19	40964.83	298.15	0.055601509330506275	16.577590006890446	-10.612409993109555
3qeq	-21.52	39263.72	298.15	0.055064307690419055	16.41742333789844	-5.1025766621015585
3rea	-38.51	20612.53	298.15	0.048160409687008715	14.359026148181647	-24.15097385181835
3q9n	-44.35	27767.44	298.15	0.05107792779188694	15.22888417115109	-29.12111582884891
3sja	-44.35	101819.01	298.15	0.07036216247923294	20.9784787431833	-23.371521256816703
3vh8	-27.22	65189.32	298.15	0.06229596135742052	18.573540878714926	-8.646459121285073
3sua	-26.96	95083.08	298.15	0.06900422131000694	20.57360858357857	-6.386391416421432
3quy	-38.4	37555.58	298.15	0.05451304305874732	16.253063787965512	-22.146936212034486
3sdy	-51.37	41955.22	298.15	0.05590913970011355	16.66931000158885	-34.70068999841115
3sip	-34.25	30665.97	298.15	0.052150745359919606	15.54874472906003	-18.70125527093997
3tn0	-32.29	40787.71	298.15	0.055546102638171634	16.56107050157087	-15.728929498429128
3owt	-31.98	17120.94	298.15	0.04655098305237486	13.879175597065563	-18.100824402934435
3sf4	-49.2	53673.66	298.15	0.05930492381836199	17.681763036444625	-31.518236963555378
3rdz	-48.92	23867.65	298.15	0.049541811584395135	14.770891123887408	-34.14910887611259
3sgk	-48.73	30309.86	298.15	0.052021756514865014	15.510286704907003	-33.219713295092994
3uaj	-48.73	76683.11	298.15	0.06502755715147718	19.387966164712918	-29.34203383528708
3r4d	-43.78	42868.47	298.15	0.056189607099000165	16.752931356566897	-27.027068643433104
3nog	-43.66	134009.36	298.15	0.0763049647446146	22.75032523860684	-20.909674761393156
3qbq	-37.89	33938.64	298.15	0.053302751768836226	15.89221543987852	-21.99778456012148
3qux	-37.71	39419.21	298.15	0.05511388779141931	16.432205645011667	-21.277794354988334
3r2x	-43.02	27679.49	298.15	0.0510445204269425	15.218923765292905	-27.801076234707097
3qdm	-25.9	39353.05	298.15	0.05509280374928238	16.425919437848542	-9.474080562151457
2y9m	-49.65	14375.77	298.15	0.0451661570610356	13.466289727747762	-36.183710272252235
3rk3	-32.53	18321.49	298.15	0.04712144386434742	14.049258488155182	-18.48074151184482
3scm	-31.5	40598.68	298.15	0.055486837387169086	16.543400566984463	-14.956599433015537
3aon	-48.49	15897.71	298.15	0.04594877299355659	13.699626668028897	-34.790373331971104
3r9a	-31.14	51376.99	298.15	0.05867109764205061	17.49278776197739	-13.647212238022611
2xhe	-48.0	37702.39	298.15	0.05456090877797481	16.26733495215319	-31.73266504784681
3t6g	-42.94	38974.15	298.15	0.05497171199577634	16.389815931540717	-26.55018406845928
3sjd	-42.86	47359.82	298.15	0.05752738854304926	17.151790894110135	-25.708209105889864
3qiu	-37.06	35630.67	298.15	0.0538765726183638	16.063300126165167	-20.996699873834835
3ru8	-42.66	30125.66	298.15	0.05195473889619277	15.490305401899874	-27.169694598100122
3oxu	-25.5	55892.54	298.15	0.05990452541004455	17.86053425100478	-7.639465748995221
3quz	-42.25	39725.29	298.15	0.05521120068540965	16.461219484354885	-25.788780515645115
3t2n	-42.24	64367.63	298.15	0.06209177589352138	18.512662982653396	-23.727337017346606
3q4f	-30.75	75231.54	298.15	0.06469444681789868	19.28864931875649	-11.461350681243509
3rug	-30.57	75773.85	298.15	0.06481927052653458	19.325865507486284	-11.244134492513716
3r0l	-47.64	9747.3	298.15	0.04248826649299253	12.667876654885722	-34.97212334511428
3sdd	-30.34	40557.15	298.15	0.05547379830335476	16.53951296414522	-13.800487035854779
3q3g	-47.39	107813.02	298.15	0.07153321947549937	21.327629386620135	-26.062370613379866
3qs7	-42.23	79844.26	298.15	0.06574224615213767	19.601050690259843	-22.628949309740154
3qdj	-25.1	38641.94	298.15	0.054865056605606186	16.358016626961483	-8.741983373038519
3r85	-25.02	29989.59	298.15	0.0519051007758467	15.475505796318693	-9.544494203681307
3pvm	-42.1	267927.96	298.15	0.0954740204966825	28.465579211085885	-13.634420788914117
2x89	-41.99	37429.75	298.15	0.054471943118600125	16.240809840810627	-25.749190159189375
3uai	-41.93	39661.44	298.15	0.05519093170170567	16.455176286863544	-25.474823713136455
3sda	-30.14	41379.78	298.15	0.05573084685741998	16.616151990539766	-13.523848009460234
3q9u	-47.28	28475.78	298.15	0.05134508093214922	15.308535879920289	-31.971464120079713
3s5l	-30.11	52901.33	298.15	0.05909332019553629	17.618673416299146	-12.491326583700854
3o6f	-30.02	73471.33	298.15	0.06428616747319536	19.166920832133197	-10.853079167866802
3qdg	-29.98	38469.56	298.15	0.054809533651401024	16.341462458165214	-13.638537541834786
3rkd	-46.97	49295.73	298.15	0.05808436718176146	17.317854075242177	-29.65214592475782
3pbp	-41.67	117180.08	298.15	0.07329989930704228	21.854364978394656	-19.815635021605345
3s8v	-41.67	53333.44	298.15	0.059211898945463984	17.654027670590086	-24.015972329409916
3to4	-41.67	39527.17	298.15	0.0551482548102249	16.442452171668553	-25.22754782833145
3zs8	-41.62	35547.59	298.15	0.0538487198817882	16.05499583275515	-25.565004167244847
3rpg	-30.26	18234.1	298.15	0.04708056205164221	14.037069575697124	-16.222930424302877
3t1q	-30.26	20198.25	298.15	0.04797698528674928	14.304338163244296	-15.955661836755706
3uyo	-29.49	11087.34	298.15	0.043319063030108386	12.915578642426814	-16.574421357573186
3rzw	-40.91	18247.06	298.15	0.04708663103130632	14.038879041983979	-26.871120958016018
2y0b	-46.93	28723.88	298.15	0.0514378655653962	15.336199618322876	-31.593800381677124
3rdt	-29.8	36474.1	298.15	0.054157516428639765	16.147063523198945	-13.652936476801056
3rgf	-46.53	29257.5	298.15	0.051636080975999324	15.395297542994197	-31.134702457005805
3zyi	-46.44	32265.57	298.15	0.05272111616976596	15.718800786015718	-30.721199213984278
3zyj	-46.25	70652.62	298.15	0.06362204514897926	18.968912761168166	-27.281087238831834
3sku	-40.84	61063.54	298.15	0.06125726539542447	18.263853677645805	-22.576146322354198
3s2k	-40.79	54919.35	298.15	0.059643036281730656	17.782571267397994	-23.007428732602005
3rzc	-35.07	39172.68	298.15	0.055035232773034085	16.408754651280113	-18.661245348719888
3q1s	-40.73	26324.91	298.15	0.050523122569433726	15.063468994076665	-25.666531005923332
2l1l	-46.55	12243.54	298.15	0.04399630808463432	13.11749925543372	-33.432500744566276
3pp4	-29.42	21435.99	298.15	0.048519606907275324	14.466120799404138	-14.953879200595864
3s4s	-28.86	51565.54	298.15	0.05872365993392903	17.508459209300938	-11.351540790699062
2xns	-34.77	33856.81	298.15	0.053274641995098446	15.8838345108386	-18.886165489161403
3skj	-51.89	52376.92	298.15	0.05894876024979308	17.575572868475806	-34.3144271315242
3pmh	-40.48	27097.86	298.15	0.050822241954218084	15.152651438650121	-25.327348561349876
3qht	-40.45	17337.09	298.15	0.04665513254225255	13.910227767472596	-26.539772232527405
3qwo	-40.3	41013.4	298.15	0.05561668206462343	16.582113757567473	-23.717886242432524
3mj9	-46.21	30000.72	298.15	0.051909165205456825	15.476717606006952	-30.73328239399305
2xzd	-45.76	29028.97	298.15	0.051551415730758846	15.370054600125748	-30.38994539987425
3olm	-23.08	26346.72	298.15	0.050531622439544316	15.066003230350137	-8.01399676964986
3qsk	-40.19	12163.17	298.15	0.043950294620544755	13.103780341115417	-27.08621965888458
3reb	-40.06	19389.87	298.15	0.04761357203976524	14.195986503656005	-25.864013496343997
3opz	-52.18	125324.62	298.15	0.07477939168858819	22.295475631952566	-29.884524368047433
2ygg	-43.94	14858.39	298.15	0.04541863288362493	13.541565394252771	-30.398434605747227
3t04	-41.57	11149.45	298.15	0.04335631685757717	12.926685871086631	-28.643314128913367
3ay4	-41.22	30237.42	298.15	0.05199542497884503	15.502435957442644	-25.717564042557356
3u1j	-43.29	12588.4	298.15	0.04419205411489119	13.175860934354807	-30.11413906564519
2y48	-20.99	39431.45	298.15	0.055117786526682644	16.43336805293043	-4.556631947069569
3b23	-54.21	14473.63	298.15	0.04521768970639105	13.48165418596049	-40.728345814039514
4a1u	-35.77	9951.56	298.15	0.04261843730419896	12.70668708224692	-23.063312917753084
3qtl	-50.48	30575.86	298.15	0.05211817714008096	15.539034514315137	-34.940965485684856
3o40	-50.54	11251.66	298.15	0.04341739766124564	12.944897112700385	-37.59510288729962
3p95	-33.24	12236.43	298.15	0.04399224356563307	13.116287419093497	-20.123712580906506
3pnr	-45.23	17158.26	298.15	0.04656901204055329	13.884550939890962	-31.345449060109033
3zv0	-22.59	44000.03	298.15	0.056533007368181995	16.855316146823462	-5.734683853176538
4a94	-64.55	27691.06	298.15	0.05104891826199152	15.22023497981277	-49.329765020187224
3p92	-46.97	12468.09	298.15	0.0441240730669308	13.155592384905418	-33.81440761509458
3nps	-57.95	28601.1	298.15	0.051391998504113634	15.322524354001478	-42.62747564599852
3o43	-45.92	11292.44	298.15	0.043441690369890235	12.952139983782773	-32.96786001621723
4eah	-51.77	129733.61	298.15	0.07556026514409239	22.528293052711145	-29.241706947288858
3ujg	-34.65	27365.4	298.15	0.050924779568731426	15.183223028417274	-19.466776971582725
4ers	-51.5	27155.2	298.15	0.05084426060094241	15.159216298170978	-36.340783701829025
3v6o	-53.09	57083.45	298.15	0.060221436100887066	17.955021173479476	-35.13497882652052
3ukx	-60.06	19307.81	298.15	0.047576261263420044	14.184862295688685	-45.875137704311314
3ro2	-41.88	16615.97	298.15	0.04630507651009341	13.80585856148435	-28.074141438515653
4di3	-41.22	64246.95	298.15	0.06206167805963999	18.50368931348166	-22.716310686518337
3uzq	-57.57	15034.15	298.15	0.04550955834316374	13.568674820014268	-44.001325179985734
4drb	-39.72	59188.64	298.15	0.06077366146561049	18.119667165971766	-21.600332834028233
4dke	-56.62	52606.26	298.15	0.059012069212656997	17.594448435753684	-39.025551564246314
4dck	-39.5	22870.9	298.15	0.04912941190941321	14.647934160791547	-24.852065839208453
4etq	-55.62	56448.26	298.15	0.060052822829145355	17.904749126509685	-37.71525087349031
3v6b	-37.4	16137.32	298.15	0.04606851331019768	13.735327243435437	-23.664672756564563
4g6m	-54.44	26901.62	298.15	0.050746708654627604	15.130131185377218	-39.30986881462278
3tsr	-89.6	83619.62	298.15	0.0665775056557989	19.85008331127644	-69.74991668872356
4eee	-55.36	26725.48	298.15	0.05067867694026869	15.109847529741108	-40.25015247025889
4b1v	-37.07	32743.09	298.15	0.05288863123911083	15.768745403940892	-21.30125459605911
3thm	-53.97	24247.07	298.15	0.04969652558193957	14.817019102255282	-39.15298089774472
4etp	-36.71	35482.35	298.15	0.053826825218648	16.0484679389399	-20.6615320610601
4am0	-53.52	91985.26	298.15	0.06836357856092155	20.38260094793876	-33.13739905206124
4g59	-36.4	38991.71	298.15	0.05497733692770308	16.391493004994672	-20.008506995005327
3uzv	-53.46	15181.15	298.15	0.04558519810589522	13.591226815272657	-39.868773184727345
3tkl	-36.34	19016.34	298.15	0.04744309146911751	14.145157721517384	-22.194842278482618
4al8	-53.35	24792.65	298.15	0.04991688730700658	14.882719950584011	-38.46728004941599
4dgi	-36.23	25684.08	298.15	0.05027178531851598	14.988532792715537	-21.241467207284458
4ala	-53.24	23913.35	298.15	0.04956051124076259	14.776466426433366	-38.463533573566636
4auo	-36.52	43662.49	298.15	0.05643103932878917	16.82491437587849	-19.695085624121514
4dbg	-35.87	13398.92	298.15	0.04464181409525472	13.309956872500194	-22.560043127499803
3uz0	-35.68	26173.72	298.15	0.05046410320536915	15.04587237068081	-20.634127629319188
4dt1	-35.68	19185.11	298.15	0.04752032419791369	14.168184659607965	-21.511815340392033
3tei	-35.96	17210.99	298.15	0.04659445208495899	13.892135889130522	-22.06786411086948
3u9d	-35.96	35484.4	298.15	0.05382751350854721	16.04867315257335	-19.91132684742665
4ft4	-35.96	61717.51	298.15	0.061424197046225384	18.3136243493321	-17.646375650667903
4apf	-35.31	29882.47	298.15	0.051865944297011274	15.46383129215391	-19.84616870784609
4eef	-52.64	69136.09	298.15	0.06325924593252227	18.860744174781516	-33.779255825218485
3twi	-35.51	35310.02	298.15	0.053768893958280856	16.031195733661434	-19.478804266338564
4f3f	-52.18	21690.44	298.15	0.04862919858716418	14.498795558762998	-37.681204441237
3ux9	-52.09	30516.25	298.15	0.05209660607423683	15.53260310103371	-36.557396898966296
3vwj	-34.99	37050.94	298.15	0.05434779332917051	16.203794581092186	-18.786205418907816
3vwk	-34.71	37881.64	298.15	0.05461922500811103	16.284721936168303	-18.425278063831698
4aei	-51.92	65699.81	298.15	0.06242216772518457	18.61116930726378	-33.30883069273622
4afz	-51.63	25417.52	298.15	0.050166316470788605	14.957087255765622	-36.67291274423438
4fqi	-51.63	43430.49	298.15	0.05636072533144716	16.80395025757097	-34.826049742429035
4fqj	-51.63	32354.71	298.15	0.05275248030435363	15.728152002743034	-35.901847997256965
4dra	-33.86	33179.52	298.15	0.05304066665702188	15.814074763791073	-18.045925236208927
4fqv	-51.13	114289.27	298.15	0.07276246391404499	21.694128615972513	-29.43587138402749
4ehq	-33.6	11096.08	298.15	0.043324311614488756	12.917143507859821	-20.682856492140182
3u9z	-33.18	17322.29	298.15	0.046648022104742656	13.908107790529021	-19.271892209470977
3tq7	-33.24	14497.27	298.15	0.04523011227798403	13.485357975680937	-19.754642024319065
4dm6	-33.24	21898.65	298.15	0.04871839736729616	14.52539017505935	-18.714609824940652
4dm8	-33.24	22065.77	298.15	0.04878968653277643	14.546645039747292	-18.693354960252712
4dxa	-32.79	22758.04	298.15	0.04908215501456793	14.633844517593428	-18.15615548240657
3ve0	-32.6	39009.68	298.15	0.054983091882311125	16.39320884471106	-16.20679115528894
3qt2	-49.78	54645.01	298.15	0.059568905289171595	17.76046911196651	-32.019530888033486
3vys	-32.66	30138.59	298.15	0.05195944990203534	15.491709988291836	-17.16829001170816
2lpb	-28.51	27780.95	298.15	0.05108305480711939	15.230412790742644	-13.279587209257357
4fqr	-39.95	450667.98	298.15	0.11491576814702908	34.26213627303672	-5.687863726963286
3ul4	-45.34	10255.01	298.15	0.04280937781471059	12.763615995455963	-32.57638400454404
4gg6	-28.21	68540.0	298.15	0.06311555525731072	18.81790279996719	-9.392097200032811
3zuv	-39.56	44949.17	298.15	0.05681765687005484	16.94018439580685	-22.619815604193153
3vfr	-22.4	19009.11	298.15	0.047439775227909334	14.144168984201167	-8.255831015798831
4fzv	-44.95	25205.74	298.15	0.050082127377347255	14.931986277556083	-30.018013722443918
4auq	-22.07	25683.43	298.15	0.05027152880273217	14.988456312534595	-7.081543687465405
3vyr	-39.12	19321.03	298.15	0.047582277440650286	14.186656018929881	-24.933343981070117
3rtq	-38.95	38694.13	298.15	0.05488184237551552	16.363021304259952	-22.58697869574005
3zwh	-33.18	12237.71	298.15	0.04399297538052575	13.116505609703752	-20.06349439029625
4drx	-38.87	73967.29	298.15	0.064401695307063	19.20136545580083	-19.66863454419917
4f9p	-44.66	42151.48	298.15	0.05596966846149562	16.687356651794918	-27.97264334820508
3vhx	-27.53	50029.28	298.15	0.058292551670006715	17.3799242804125	-10.150075719587502
3sri	-38.71	14203.5	298.15	0.04507501243780582	13.439114958331803	-25.270885041668198
3p9w	-44.5	41845.06	298.15	0.05587510309158207	16.659161986755194	-27.840838013244806
3u82	-44.33	26932.48	298.15	0.05075860496276183	15.133678069647438	-29.19632193035256
4ei5	-27.14	80919.13	298.15	0.06598202440108117	19.67254057518235	-7.467459424817651
3v4y	-44.23	54025.58	298.15	0.0594008380832928	17.710359874533747	-26.51964012546625
4g6u	-44.23	18825.04	298.15	0.04735513295829219	14.118932891514815	-30.11106710848518
3rvv	-44.35	28672.65	298.15	0.051418739458707646	15.330497169613684	-29.019502830386315
3tje	-44.35	25688.5	298.15	0.05027352953977181	14.989052832282963	-29.360947167717036
4g6f	-44.35	43932.71	298.15	0.05651270186156062	16.849262060024298	-27.500737939975703
4g8a	-55.54	62463.55	298.15	0.06161355405518336	18.370081141552916	-37.16991885844708
3vfn	-21.27	18645.33	298.15	0.04727209541428022	14.094175247767646	-7.175824752232353
4ffy	-44.2	14635.63	298.15	0.04530261676969008	13.506975189883097	-30.693024810116906
3t0y	-38.32	15197.21	298.15	0.045593439646210196	13.593684030517569	-24.72631596948243
3rvw	-44.07	28931.26	298.15	0.0515151146871217	15.359231443965333	-28.710768556034665
3u43	-85.62	12430.63	298.15	0.044102839430412585	13.149261576177512	-72.4707384238225
4f6r	-51.37	41890.77	298.15	0.05588923173831159	16.6633744427776	-34.706625557222395
3tjz	-34.25	50768.59	298.15	0.05850083226854963	17.44202314086807	-16.80797685913193
4eoz	-34.25	43477.6	298.15	0.05637501848340584	16.80821176082745	-17.44178823917255
4giq	-32.42	17874.53	298.15	0.04691131219036536	13.98660772955743	-18.43339227044257
4fqy	-49.41	41517.98	298.15	0.055773778923549414	16.628952186056257	-32.781047813943744
3ul0	-49.3	19270.29	298.15	0.04755917537927109	14.179768139329674	-35.12023186067032
4b93	-32.18	16852.84	298.15	0.04642088426364427	13.840386643205537	-18.339613356794462
4eo5	-49.18	17038.05	298.15	0.04651086914732232	13.867215636274148	-35.312784363725854
4eqa	-49.18	25469.44	298.15	0.05018690268466165	14.96322503543187	-34.21677496456813
4b0m	-32.06	23309.63	298.15	0.04931201905550013	14.702378481397362	-17.35762151860264
3ukz	-49.2	19324.65	298.15	0.0475839244766349	14.187147082708695	-35.01285291729131
4afq	-49.2	25013.69	298.15	0.05000547525054079	14.909132445948735	-34.29086755405127
4aqe	-32.08	23879.32	298.15	0.04954658844913863	14.772315346110682	-17.307684653889318
3uez	-66.22	66622.4	298.15	0.0626490183619661	18.67880482462019	-47.54119517537981
4en3	-31.97	37255.47	298.15	0.05441490364510988	16.22380352178951	-15.74619647821049
3vpj	-48.84	48888.94	298.15	0.05796825057095992	17.2832339077317	-31.556766092268305
4g4s	-31.71	138155.01	298.15	0.07701574374611125	22.96224399790307	-8.747756002096931
3ul1	-48.91	18990.29	298.15	0.04743113995124816	14.141594376464639	-34.76840562353536
3ula	-48.78	41267.57	298.15	0.05569593586542432	16.605743278276258	-32.174256721723744
4f38	-48.73	20129.06	298.15	0.04794616839328106	14.295150106456747	-34.43484989354325
4apx	-31.61	23768.2	298.15	0.049501056381642504	14.75873996018671	-16.85126003981329
